Remote Host,Logname,User,Time,Request,Status,Bytes Sent,Referer,User-Agent
135.125.244.48,-,-,[29/Jul/2024:10:41:05 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.244.48,-,-,[29/Jul/2024:10:41:05 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
91.92.244.183,-,-,[29/Jul/2024:10:50:09 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (X11; U; Linux i686; en-us) AppleWebKit/528.5  (KHTML, like Gecko, Safari/528.5 ) lt-GtkLauncher"
104.28.131.168,-,-,[29/Jul/2024:11:08:54 +0000],"HEAD /.env HTTP/1.1",404,-,"-","-"
104.28.131.168,-,-,[29/Jul/2024:11:08:54 +0000],"HEAD /admin/.env HTTP/1.1",404,-,"-","-"
64.62.156.84,-,-,[29/Jul/2024:11:21:32 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
64.62.156.86,-,-,[29/Jul/2024:11:29:13 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; rv:102.0) Gecko/20100101 Firefox/102.0"
64.62.156.92,-,-,[29/Jul/2024:11:30:10 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
64.62.156.93,-,-,[29/Jul/2024:11:33:10 +0000],"GET /geoserver/web/ HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/111.0"
64.62.156.82,-,-,[29/Jul/2024:11:35:14 +0000],"GET /.git/config HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
47.237.137.128,-,-,[29/Jul/2024:11:37:58 +0000],"GET / HTTP/1.0",200,6,"-","-"
47.237.137.128,-,-,[29/Jul/2024:11:38:03 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"
47.237.137.128,-,-,[29/Jul/2024:11:38:09 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","fasthttp"
20.11.19.206,-,-,[29/Jul/2024:11:51:02 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
20.11.19.206,-,-,[29/Jul/2024:11:51:02 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
4.255.101.92,-,-,[29/Jul/2024:11:56:12 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 zgrab/0.x"
20.11.19.206,-,-,[29/Jul/2024:12:06:12 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
20.11.19.206,-,-,[29/Jul/2024:12:06:12 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
20.11.19.206,-,-,[29/Jul/2024:12:06:50 +0000],"GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1",404,196,"-","python-requests/2.32.3"
34.236.216.228,-,-,[29/Jul/2024:12:08:58 +0000],"GET /.git/config HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36 OPR/18.0.1284.49"
43.129.169.161,-,-,[29/Jul/2024:12:22:16 +0000],"HEAD /Core/Skin/Login.aspx HTTP/1.1",404,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
34.78.232.236,-,-,[29/Jul/2024:12:27:37 +0000],"GET / HTTP/1.1",200,6,"-","python-requests/2.32.2"
51.89.5.185,-,-,[29/Jul/2024:12:46:12 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.89.5.185,-,-,[29/Jul/2024:12:46:13 +0000],"POST / HTTP/1.1",200,683,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
167.94.138.63,-,-,[29/Jul/2024:13:11:45 +0000],"GET / HTTP/1.1",200,683,"-","-"
167.94.138.63,-,-,[29/Jul/2024:13:11:53 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.63,-,-,[29/Jul/2024:13:11:56 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
135.125.244.48,-,-,[29/Jul/2024:13:30:42 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.244.48,-,-,[29/Jul/2024:13:30:42 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
106.59.248.198,-,-,[29/Jul/2024:13:41:13 +0000],"GET / HTTP/1.1",200,6,"-","-"
27.98.228.201,-,-,[29/Jul/2024:13:41:38 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
221.207.34.120,-,-,[29/Jul/2024:13:41:41 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
135.125.217.54,-,-,[29/Jul/2024:14:00:31 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.217.54,-,-,[29/Jul/2024:14:00:32 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
43.129.169.161,-,-,[29/Jul/2024:14:04:26 +0000],"HEAD /Core/Skin/Login.aspx HTTP/1.1",404,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
199.45.154.123,-,-,[29/Jul/2024:14:19:47 +0000],"GET / HTTP/1.1",200,6,"-","-"
199.45.154.123,-,-,[29/Jul/2024:14:19:56 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
199.45.154.123,-,-,[29/Jul/2024:14:19:56 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
199.45.154.123,-,-,[29/Jul/2024:14:19:57 +0000],"PRI * HTTP/2.0",400,226,"-","-"
34.140.76.160,-,-,[29/Jul/2024:14:40:43 +0000],"GET / HTTP/1.1",200,683,"-","python-requests/2.32.2"
118.193.32.88,-,-,[29/Jul/2024:14:43:47 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0"
118.193.32.88,-,-,[29/Jul/2024:14:43:52 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
118.193.32.88,-,-,[29/Jul/2024:14:43:53 +0000],"GET /robots.txt HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
118.193.32.88,-,-,[29/Jul/2024:14:43:53 +0000],"GET /sitemap.xml HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
118.193.32.88,-,-,[29/Jul/2024:14:43:56 +0000],"GET /config.json HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
118.193.32.88,-,-,[29/Jul/2024:14:44:01 +0000],"POST /dns-query HTTP/1.1",404,196,"-","Python-urllib/3.12"
185.142.236.41,-,-,[29/Jul/2024:14:44:42 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36"
185.142.236.41,-,-,[29/Jul/2024:14:45:26 +0000],"n",400,226,"-","-"
185.142.236.41,-,-,[29/Jul/2024:14:45:30 +0000],"n",400,226,"-","-"
185.142.236.41,-,-,[29/Jul/2024:14:45:32 +0000],"n",400,226,"-","-"
185.142.236.41,-,-,[29/Jul/2024:14:45:35 +0000],"n",400,226,"-","-"
185.142.236.41,-,-,[29/Jul/2024:14:45:43 +0000],"GET /robots.txt HTTP/1.1",404,196,"-","-"
185.142.236.41,-,-,[29/Jul/2024:14:45:45 +0000],"GET /sitemap.xml HTTP/1.1",404,196,"-","-"
185.142.236.41,-,-,[29/Jul/2024:14:45:47 +0000],"GET /.well-known/security.txt HTTP/1.1",404,196,"-","-"
185.142.236.41,-,-,[29/Jul/2024:14:45:49 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
185.224.128.43,-,-,[29/Jul/2024:15:15:23 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
185.254.196.173,-,-,[29/Jul/2024:15:15:30 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
185.254.196.173,-,-,[29/Jul/2024:15:15:30 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
93.174.93.12,-,-,[29/Jul/2024:15:25:46 +0000],"x16x03x02x01ox01",400,226,"-","-"
43.129.169.161,-,-,[29/Jul/2024:15:49:10 +0000],"HEAD /Core/Skin/Login.aspx HTTP/1.1",404,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
135.125.217.54,-,-,[29/Jul/2024:15:59:09 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.217.54,-,-,[29/Jul/2024:15:59:09 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
75.119.150.78,-,-,[29/Jul/2024:16:20:00 +0000],"x16x03x01",400,226,"-","-"
68.183.134.87,-,-,[29/Jul/2024:17:00:16 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
68.183.134.87,-,-,[29/Jul/2024:17:00:30 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
5.8.11.202,-,-,[29/Jul/2024:17:09:32 +0000],"x16x03x02x01ox01",400,226,"-","-"
165.22.54.194,-,-,[29/Jul/2024:17:12:40 +0000],"GET /cdn-cgi/trace HTTP/1.1",404,196,"-","Mozilla/5.0"
165.22.54.194,-,-,[29/Jul/2024:17:13:25 +0000],"x16x03x01x01x07x01",400,226,"-","-"
93.174.93.12,-,-,[29/Jul/2024:17:21:41 +0000],"GET / HTTP/1.0",200,6,"-","Mozilla/5.0 (Linux; Android 9; Redmi Note 7 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
46.174.191.32,-,-,[29/Jul/2024:17:46:26 +0000],"GET / HTTP/1.0",200,6,"-","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; AS; rv:11.0) like Gecko"
4.255.101.1,-,-,[29/Jul/2024:17:47:47 +0000],"GET /hudson HTTP/1.1",404,196,"-","Mozilla/5.0 zgrab/0.x"
205.210.31.138,-,-,[29/Jul/2024:18:15:54 +0000],"GET / HTTP/1.0",200,6,"-","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
66.240.236.109,-,-,[29/Jul/2024:18:21:06 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 zgrab/0.x"
135.125.217.54,-,-,[29/Jul/2024:18:38:50 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.217.54,-,-,[29/Jul/2024:18:38:50 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
165.22.236.49,-,-,[29/Jul/2024:18:51:09 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.98 Safari/537.36"
185.224.128.47,-,-,[29/Jul/2024:18:52:39 +0000],"GET / HTTP/1.0",200,6,"-","ivre-masscan/1.3 https://github.com/robertdavidgraham/"
5.8.11.202,-,-,[29/Jul/2024:18:57:49 +0000],"GET / HTTP/1.0",200,6,"-","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.29 Safari/537.36 OPR/15.0.1147.24 (Edition Next)"
94.156.68.162,-,-,[29/Jul/2024:18:58:49 +0000],"GET /_profiler/phpinfo HTTP/1.1",404,196,"-","Mozilla/5.0 (compatible; Yahoo! Slurp China; http://misc.yahoo.com.cn/help.html)"
45.9.74.76,-,-,[29/Jul/2024:19:10:27 +0000],"GET / HTTP/1.0",200,6,"-","Mozilla/5.0 (Windows; U; MSIE 9.0; Windows NT 9.1; en-US)"
198.235.24.223,-,-,[29/Jul/2024:19:40:29 +0000],"GET / HTTP/1.0",200,6,"-","Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
54.234.126.35,-,-,[29/Jul/2024:19:54:36 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
135.125.217.54,-,-,[29/Jul/2024:20:04:02 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.217.54,-,-,[29/Jul/2024:20:04:03 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
185.224.128.43,-,-,[29/Jul/2024:20:22:01 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
80.82.77.202,-,-,[29/Jul/2024:20:25:10 +0000],"x16x03x02x01ox01",400,226,"-","-"
104.237.154.138,-,-,[29/Jul/2024:20:29:08 +0000],"GET /dana-cached/hc/HostCheckerInstaller.osx HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
104.237.154.138,-,-,[29/Jul/2024:20:29:08 +0000],"GET /dana-na/nc/nc_gina_ver.txt HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
138.68.47.1,-,-,[29/Jul/2024:20:29:16 +0000],"GET / HTTP/1.0",400,362,"-","-"
134.209.48.217,-,-,[29/Jul/2024:20:29:16 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
134.209.48.217,-,-,[29/Jul/2024:20:29:16 +0000],"GET /RDWeb HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
134.209.48.217,-,-,[29/Jul/2024:20:29:16 +0000],"GET /Remote HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
134.209.48.217,-,-,[29/Jul/2024:20:29:16 +0000],"GET /RDWeb/Pages/en-US/login.aspx HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
138.68.47.1,-,-,[29/Jul/2024:20:29:17 +0000],"GET /api/v1 HTTP/1.1",404,196,"-","python-urllib3/2.2.1"
198.58.109.178,-,-,[29/Jul/2024:20:29:26 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
198.58.109.178,-,-,[29/Jul/2024:20:29:26 +0000],"GET /auth.html HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
198.58.109.178,-,-,[29/Jul/2024:20:29:26 +0000],"GET /sslvpnLogin.html HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
198.58.109.178,-,-,[29/Jul/2024:20:29:26 +0000],"GET /api/sonicos/auth HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
198.58.109.178,-,-,[29/Jul/2024:20:29:26 +0000],"GET /api/sonicos/tfa HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
198.58.109.178,-,-,[29/Jul/2024:20:29:26 +0000],"GET /auth1.html HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
45.79.193.132,-,-,[29/Jul/2024:20:29:32 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
45.79.193.132,-,-,[29/Jul/2024:20:29:32 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
138.68.4.159,-,-,[29/Jul/2024:20:29:44 +0000],"GET / HTTP/1.0",400,362,"-","-"
198.58.109.52,-,-,[29/Jul/2024:20:31:28 +0000],"POST /wsman HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
141.95.74.78,-,-,[29/Jul/2024:20:31:48 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
141.95.74.78,-,-,[29/Jul/2024:20:31:49 +0000],"POST / HTTP/1.1",200,683,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
45.79.201.125,-,-,[29/Jul/2024:20:32:36 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.61"
172.214.114.1,-,-,[29/Jul/2024:20:33:00 +0000],"MGLNDD_13.233.29.212_80n",400,226,"-","-"
45.79.193.132,-,-,[29/Jul/2024:20:33:58 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
23.239.9.78,-,-,[29/Jul/2024:20:36:37 +0000],"GET / HTTP/1.1",200,683,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
147.182.178.216,-,-,[29/Jul/2024:20:38:08 +0000],"GET /owa/auth/errorFE.aspx?httpCode=500 HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
147.182.178.216,-,-,[29/Jul/2024:20:38:09 +0000],"GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
147.182.178.216,-,-,[29/Jul/2024:20:38:09 +0000],"GET /owa/auth/logon.aspx HTTP/1.1",404,196,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
185.254.196.173,-,-,[29/Jul/2024:20:47:35 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
185.254.196.173,-,-,[29/Jul/2024:20:47:39 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:55 +0000],"GET /1phpmyadmin/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:55 +0000],"GET /db/myadmin/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:55 +0000],"GET /db/phpmyadmin4/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:56 +0000],"GET /phpMyAdmin-5.1.0/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:56 +0000],"GET /phpMyAdmin-5.2.0-all-languages/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:56 +0000],"GET /db/phpMyAdmin/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:57 +0000],"GET /sql/myadmin/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:57 +0000],"GET /sql/websql/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
163.43.113.80,-,-,[29/Jul/2024:20:48:57 +0000],"GET /db/webadmin/index.php?lang=en HTTP/1.1",404,196,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"
